Name,DataSourceID,Description,Exposed
Meal Per Diems,ODTMEALPERDIEMB01,"Contains expense report meal per diem data tailored for data extraction for Offboarding Processes only
",No
Expense Report Expense,ODTRECEIPTB01,Contains expense report expense data (expenses and itemization) tailored for data extraction into an analytics system,No
Party Master Data,PARTY,"Provides business partner and org unit master data, including the party name and ID, the org unit ID, country and other address data, an indication whether or not the address is protected, and system administrative information.

",No
Product Design Version,PLMPDB02,"Provides product design version master data information including product design version ID, name and description.",No
Product Design,PLMPDU01,Provides product design details including relevant product and BOM details. It also provides data for parent product design.,No
Defect Analysis,PLMQDFU01,"Provides data for the analysis of defects, including the inspection ID, customer, product category, and the number of internally caused defects.",No
Inspection Analysis,PLMQINU01,"Provides data for the analysis of inspections, including the inspection decision, product category, and the inspector.",No
Baseline Project,PROBSLB,Provides project baseline header data.,No
Customer Projects,PROCPIU02,"Provides customer project-related key figures from sales orders, invoice requests, and invoices including work progress, quantities, amounts, and net values.",No
Revenue Contribution,PROCPIU03,"Provides information on quantities, amounts, revenue contribution, and work progress, based on project time and expenses.",No
Product Master Data,PRODUCT,"Provides product master data, including identification, description, quantity, product category, and system administration data.
",No
Product Category Master Data,PROD_CATG,"Provides product category master data, including identification and description data.
",No
Product Category Master Data,PROD_CATG_SUPP_PLAN,"Provides product category master data, including identification and description data.
",No
Product Category Master Data,PROD_CATG_USG_PRODUCTION,"Provides product category master data, including identification and description data.
",No
Product Valuation Level Master Data,PROD_VLLV,Provides Master Data for Product Valuation Level,No
Project Time Confirmations,PROPCFB,Provides project time confirmation data.,No
Project Expense Reassignment,PROPERRB01,Provides an overview of expenses reassignment,No
Project Expense Item,PROPEVB01,Provides project expense data on item level.,No
Project Expense Items,PROPEVU01,Provides project expense data on item level.,No
Project Task Materials,PROPMTB,Provides planned and consumed quantities of materials assigned to project tasks.,No
Project Task (MD),PROPOBB,Provides task master data from a project.,No
Project Team Member,PROPPAB,Provides data like actual work or committed work for project team members. Data is not dissolved for project task or task services.,No
Project Purchase Request,PROPPRB01,Provides Project Purchase Request Data,No
Project,PROPRJB,Provides project header data.,No
Project Snapshots,PROPRJU01,Provides all relevant snapshot-related data.,No
Projects,PROPRJU02,Provides all relevant project-related data.,No
"Projects, Baselines: Tasks and Staffing",PROPRJU04,"Provides task-related data (including phases, tasks, and milestones) and staffing data for projects and baselines.",No
"Projects, Baselines, and Snapshots",PROPRJU05,"Provides all relevant data for tasks, staffing, and confirmations of projects, baselines, and snapshots.
",No
"Projects, Baselines, and Snapshots Without Period Plans",PROPRJU05_TS,"Provides all relevant data for tasks, staffing, and confirmations of projects, baselines, and snapshots (without period plans)
",No
Project Snapshot,PROSNAB,Provides project snapshot header data.,No
Registered Product General Information,REG_PROD_GENERAL,"Provides registered product general data, including identification, description, referenced product, warranty assignment and product location data.",No
Registered Product Involved Parties,REG_PROD_INVOLVED_PARTY,"Provides registered product involved parties, including account custodian and owner data.",No
Registered Product Properties,REG_PROD_PROPERTIES,,No
Registered Product Service Processing Information,REG_PROD_SRV_INFO,"Provides registered product service processing data, including service order and service request data.",No
Batch Transaction,SCMBATU01,,No
Bill Of Operation Element Details,SCMBOOELEMENTU01,,No
Customer Demand Details,SCMCDU01,"Provides the details of all customer demands from various sources like sales order, service order, stock transfer order & project stock order.",No
Confirmation Journal,SCMCFJU01,"Provides transaction data related to inventory changes and inventory movements, including goods issues/receipts/movements. It also shows changes to inventory as a result of confirmed warehouse and production tasks.",No
Inbound Delivery Details,SCMCIDB01,"Provides transaction data of inbound delivery documents, including product items, quantities, business partner, item references, and status information.",No
Inbound Delivery Item Details,SCMCIDB03,"Provides transaction data of inbound delivery documents, including product items, quantities, identified stock, product requirement specifications and status information.",No
Inbound Delivery Document -  Item Details,SCMCIDB04,"Provides transaction data of inbound delivery documents, including product items, quantities, identified stock, product requirement specifications and status information.",No
Demand Plan Report,SCMDPAV01,"Provides details of the demand plan, including the key figures: actuals, final actuals, forecast, final forecast, and distribution factors.  This information is based on the demand plan characteristics including ID, supply planning area, product and dates.
",No
Supply Planning Product Exceptions,SCMEXCV01,Provides information related to the supply planning product exceptions from planning runs and availability checks.,No
Inbound Delivery Notification Item for Purchase Orders,SCMIDNB01,Provides data about inbound delivery notification item for purchase orders along with some purchase order information.,No
Inbound Delivery Notification Item for All Orders,SCMIDNB02,Provides data about inbound delivery notification item for all type of orders.,No
Inbound Delivery Request - Item Details,SCMIDRB01,Inbound Delivery Request - Item Details - Provides details related to Material movement with respect to Purchase Orders,No
Inventory Balance,SCMINBU03,The Inventory Balance report provides details of the user’s opening and ending balance of inventory at a location and logistics area. It also shows details of incoming and outgoing inventory over a defined period of time.,No
Inventory Balance Details,SCMINBU04,Shows details of confirmations relating to inventory over a given period of time.,No
Inventory Ageing,SCMINVAGV04,,No
Inventory Ageing for Predelivered Stock,SCMINVAGV05,,No
Inventory Allocation,SCMINVALLOC,The Inventory Allocation report provides details of the allocated inventory at a location and logistics area for a particular document which could be warehouse order (inbound/outbound) or production order.,No
Inventory Notification,SCMINVNOTIF,"Provides transaction data related to inventory notifications, including internal notification ID, external notification ID, product, product quantity and so on.",No
Stock Overview,SCMINVV02,,No
Production Bills of Material Line Items with Engineering Change Orders,SCMITEMCHST,,No
Logistics Area General Information,SCMLOARESTB01,"Provides an overview of Logistics Area General Information, such as Location ID, Logistics Usage, Child Logistics Area ID.",No
Logistics Area Restrictions Information,SCMLOARESTB02,,No
Logistics Area Resources Information,SCMLOARESTB03,,No
Logistics Area Material Flow Rules Information,SCMLOARESTB04,,No
Logistics Area Replinishment and Removal Rules Information,SCMLOARESTB05,,No
Site/Location Information Details,SCMLOCLYTB01,Site/Location Information Details,No
Material Supply and Demand List Aggregated View,SCMMSDVV01,Provides aggregated information of material supply and demand. It includes the forecast and dependent demand of materials.,No
Material Supply and Demand List,SCMMSDVV02,Provides information about material supply and demand.,No
Compensation Structure Details,HCMCMPB02,"Provides an overview of all the Employees for a selected Compensation Structure ID. Also provides information on Grade, Compensation Structure Validity Start Date, End Date, and other compensation structure related details.",No
Outbound Delivery Item Party Details,SCMOBDB04,Outbound Delivery Item Party Details,No
Outbound Delivery Item Details,SCMOBDU01,Outbound Delivery Item Details,No
Outbound Delivery Items,SCMOBDU01_IT,Outbound Delivery Items,No
Outbound Delivery Detail Line Items,SCMOBDU02,Outbound Delivery Detail Line Items,No
Outbound Delivery Performance Details,SCMODPB01,"Provides transaction data of outbound delivery documents, including order ID, product, account, sales unit, and ship-from site ID.",No
Order – Delivery / Complete View,SCMODSOU01,Order – Delivery / Complete View,No
PBOM Mass Maintenance Run Parameter Details,SCMPBOMMNT01,,No
PBOM Mass Maintenance Run Selection Details,SCMPBOMMNTU01,,No
PBOM Mass Maintenance Run Parameter Details,SCMPBOMMNTU02,,No
Production Bills of Material Variant and Line Item Details,SCMPBOMU,,No
Production Bills of Material Variant and Assigned Line Item Details,SCMPBOMU02,"Provides production bills of material variant details, including bill of material general data, variantdata, input product data, output product data and assigned line item data.",No
Material Supply And Demand Keyfigures,SCMPDV01,"Provides information of the key figures related to material supply and demand such as available stock, safety stock, total demand and total receipts.",No
Production Model Activity Details,SCMPMACTIVITYU01,,No
Production Model ByProduct Activity Assignment Details,SCMPMBYPRODUCTU01,,No
Production Model Element Details,SCMPMELEMENTU01,,No
Production Model ItemGroup Item Details,SCMPMITEMSU01,,No
Production Model Activity ItemGroup Assignment Details,SCMPMITMGRPU01,,No
Production Model Details,SCMPMODELEMENTU01,,No
Production Orders By Header Execution Details,SCMPOHDREXECU01,,No
Production Orders By Header Input Products,SCMPOHDRIPU01,,No
Production Order By Header Output Products,SCMPOHDROPU01,,No
Production Orders/Lot: Dates and Quantities,SCMPOHDROPU02,Production Orders/Lot: Dates and Quantities,No
Production Orders By Header Resources,SCMPOHDRRESU01,,No
Production Orders By Header General Details,SCMPOHDRU01,,No
Production Orders By Header Order Structure Activities,SCMPOHDR_ORDSTR_ACTU01,,No
Production Orders By Header Order Structure Reporting Points,SCMPOHDR_ORDSTR_RPU01,,No
Resource Requirement,SCMPPTB01,Provides transaction data of production orders including the planned processing time of resources used in the orders.,No
Resource Utilisation,SCMPPTB02,Provides transaction data of production lots including the actual processing time of resources used in the production process.,No
Production Processing Times,SCMPPTU01,Provides transaction data of planned and actual processing times of production orders.,No
Outbound Delivery Header Details,SCMOBDB01,Outbound Delivery Header Details,No
Production Request Fulfillment - Expected Data,SCMPRFB01,Provides transaction data of production requests including the requested quantity and fulfilled quantity.,No
Production Request Fulfillment - Actual Data,SCMPRFB02,Provides transaction data of production requests including the start dates and end dates for the production processes.,No
Production Request Fulfillment,SCMPRFU01,"Provides transaction data of production request fulfillment, including planned and actual quantities, and dates.",No
Production Task,SCMPTV01,,No
Production Task with all Dates,SCMPTV02,Production Task with all Dates,No
Datasource for Resource Load,SCMRLU01,Datasource for Resource Load,No
Production Bills of Material Variants,SCMVARIANT,,No
Item Change List Aggregated View,SCMVARITEMCHSTASN,,No
SCMWOINP,SCMWOINP,,No
SCM Warehouse requests Execution details Items,SCMWREXEU01,,No
Warehouse Request Items,SCMWREXE_V1,"Provides the details of the planned and executed warehouse request items for inbound, outbound and internal warehouse requests",No
SCM Warehouse Requests,SCMWRGENU01,,No
SCM Warehouse Requests Planned Items,SCMWRPLNU01,,No
Yield & Scrap,SCMYASU01,Provides transaction data of planned and actual scrap of production orders.,No
Identified Stock,SCM_ISTOCK,"Provides identified stock master data, including ID and description, as well as the reference Product ID and Material ID.",No
Location,SCM_LOCATION,"Provides location master data, including ID and roles, for example: Service Point, Ship-From, and Ship-To data.",No
Logistics Area,SCM_LOG_AREA,"Provides logistics area master data, including ID and description.",No
Logistics Area,SCM_LOG_AREA_DESG_MAT,"Provides logistics area master data, including ID and description.",No
Logistics Unit,SCM_LU,"Provides logistics unit master data, including ID and description.",No
Production Lot,SCM_PROD_LOT,"Provides header master data of production lots including the ID and the organizational unit ID.
",No
Production Order,SCM_PROD_ORDER,"Provides header master data of production orders, including the ID and the output product.",No
Released Execution Production Model Operation,SCM_REPM_OPER,"Provides released execution production model master data of operations, including the ID and the description.
",No
Resource,SCM_RESOURCE,"Provides resource master data, including resource ID and resource type.
",No
Resource Load,SCM_RESOURCE_LOAD,"Provides information related to resource load, including details of material, proposal document and operation dates.",No
Supply Planning Area,SCM_S_PL_AREA,"Provides supply planning area master data, including planning area ID and location.

",No
Serial Inventory,SERIAL_INV,Serial Inventory.,No
Service Master Data,SERVICE,"Provides service master data, including identification, description, quantity, product category, and system administration data.",No
Purchasing Contract Header Data,SRMCT_B01,"Provides header transaction data of purchasing contracts, including creation date, project assignment, and status information.
",No
Purchasing Contract Item Details,SRMCT_B02,"Provides transaction data of items in a purchasing contract, including contract details, supplier information, contract item details, value, quantity, and status.",No
Purchasing Contract Item Release,SRMCT_B03,"Provides transaction data of released items in a purchasing contract, including contract details, supplier information, contract item details, value, quantity, and status.",No
Purchasing Contract Analysis,SRMCT_U01,"Provides transaction data of items in a purchasing contract, including contract details, supplier information, contract item details, value, quantity, and status. It also provides the contract item's Release details like release document, release quantity, release value and release date.",No
Goods Receipt Item Details,SRMGR_B02,"Provides transaction data of goods receipt items, including the net value, the quantity, the product, and the transaction date.

",No
Production Confirmation Details for SAP Product Footprint Management for Clean O,SCMPRDCNFU01,"Provides the Production Confirmation details, such as the production lot data, resource data, and service activity data. This data source has been created for the Production Confirmation data to be consumed in the SAP Product Footprint Management for Clean Operations solution.",No
Shopping Cart Item Details,SRMIR_B02,"Provides transaction data of shopping cart items, including the net value, the quantity, the product, the status, the requester, and the approver.
",No
Shopping Cart Account Assignment,SRMIR_B03,Shopping Cart Account Assignment,No
Supplier Invoice Item Details,SRMIV_B03,"Provides transaction data of supplier invoice items, such as the net value, quantity, and the cost center.


",No
Spend per Product,SRMIV_UDC,"Provides an overview of the total costs (with additional costs) of supplier invoices per product and supplier.


",No
Supplier Invoice and Supplier Invoice Exception Analysis,SRMIX_U01,"Provides transaction data about the invoices with exceptions, the corresponding invoice values, the percent of invoices and invoice values with exceptions, and the number of exceptions as well as the kind of exception.",No
Landed Cost Allocation Details,SRMLCA_B01,"Provides allocation document details such as allocation document ID, item ID, status, type, landed cost component, category, product ID, supplier, service provider, landed cost invoice, invoice posting date, invoice status, purchase order, purchase order currency, actual delivery date, planned amount, allocated amount, delivery quantity, gross weight, gross volume, allocated total invoice amount and allocated total credit memo amount.",No
SRM PO Acknowledgement Details,SRMPCO_B01,,No
SRM PCO Item level Details,SRMPCO_B02,,No
SRM PO Acknowledgement Details,SRMPCO_U01,,No
SRM PCO Item level Details,SRMPCO_U02,,No
Planned Landed Costs in Purchase Orders,SRMPLC_B01,"Provides transaction data of planned landed cost components, including the net value, the delivery date, and the ordering date of the Purchase Orders.",No
Purchase Order Header Data,SRMPO_B01,"Provides header transaction data of purchase orders, including the purchase order ID, the status, and the creation date.
",No
Purchase Order Item Details,SRMPO_B02,"Provides transaction data of purchase order items, including the net value, the quantity, the delivery date, and the ordering date.

",No
Purchase Order Account Assignment,SRMPO_B03,"Provides transaction data of the purchase orders created per account assignment, including the net value, the quantity, the ordering date, and the account assignment.

",No
Purchase Order Schedule Lines,SRMPO_B09,,No
Purchase Order Item Details with Follow on Documents,SRMPO_B12,Purchase Order Item Details with Follow on Documents,No
Purchase Order Items with Extended Tracking Details,SRMPO_U01,"Purchase Order Items with Extended Tracking Details
",No
Purchase Order Delivery Reliability,SRMPO_U02,Purchase Order Delivery Reliability,No
Procurement Price Specification Details - Refer KBA 3555842 to display details,SRMPRC_B01,Procurement Price Specification Details - Refer KBA 3555842 to display details of List Price with Scale Prices,No
Purchase Request Item Details,SRMPR_B02,"Provides transaction data of purchase request items, including the requester, the net value, the quantity, the creation date, and the delivery date.

",No
Purchase Request Account Assignment,SRMPR_B03,"Provides transaction data of the purchase requests created per account assignment, including the net value, the quantity, the ordering date, and the account assignment.

",No
Purchase Request Fullfillment,SRMPR_B04,"Provides transaction data of the purchase request items and purchase order items to evaluate the fulfillment.
",No
Supplier Quote Item Details,SRMQT_B02,"Provides transaction data of supplier quote items, including the net value, the quantity, the awarding status, the product, and the submission status. 

",No
Request For Quote Item Details,SRMRQ_B02,"Provides transaction data of request for quote items, including the target value, the quantity, the product, and the submission deadline.

",No
Return to Suppliers,SRMRTS_B01,"Provides transaction data of return to suppliers, including the product, the supplier, the site, the quantity and other information.",No
Procurement Price Specification Scales Data Source - Ref KBA 3555842,SRM_PPS_SCALES_MDAV,Procurement Price Specification Scales Data Source - Refer KBA 3555842 to display details of List Price with Scale Prices,No
Supplier Master Data,SUPPLIER,"Provides supplier master data, including the supplier name and ID, country and other address data, information that is specific to a business partner person or organization, the supplier ABC classification, and system administrative information.",No
Supplier Hierarchies,SUPPLIER_HIERARCHY,"Provides an overview of supplier hierarchy data, including hierarchy ID and name.",No
Supplier Hierarchy,SUPP_HIERARCHY,Supplier Hierarchy,No
Software History,TLM_TENANT_HISTORY,"Provides data about the entire system history of your tenant, including change data, product version data, patches, and support packages.",No
Warranty Master Data,WARRANTY,"Provides warranty master data, including identification, description, quantity, product category, and system administration data.

",No
Shopping Cart Header Data,SRMIR_B01,"Provides header transaction data of shopping carts, including the shopping cart ID, the status, and the creation date.

",No
Supplier Personal Data Disclosure,ILM_PERSON_SUPPLIER,,No
PO Reminder Letter Proposal Details,SRMPO_REM_B01,"Provide details for PO Reminder Letter Proposals for eg. Proposal ID, Proposal Date, Purchase order, Purchase order item details like ordered and open qty.",No
SRMSIV_STG_OBJ,SRMSIV_STG_OBJ,,No
Electronic Payment Document for Mexico,GLOFINPAYMXU01,,No
Electronic Payment Document for Mexico,GLOFINPAYMXV01,,No
Compensation Component Details,HCMCMPB01,"Provides an overview of all the Employees for a selected Compensation Component ID. Also provides information on Compensation Amount, and other compensation component related details.",No
Customer Contract Item with Invoice Schedule Items,CRMCUCOISCU,Contains all customer contract items with corresponding invoice schedule items. It allows you to see the planned revenue for each date specified in an invoice schedule.,No
Sales Order Item-Extended,CRMSLOIB01,Contains data on the quantities and values of sales order items. It allows you to analyze the development and distribution of sales order items across organizational units.,No
VAT / Sales Tax Details,FINTAXU09,"Provides line items for VAT or sales tax from the tax register.
",No
Japan Summary Invoice Tax Information Details,GLOISJPB02,"Provides header information, balance information details, tax information and tax details per tax code of the Monthly invoices.",No
Customer Invoice Item,CRMCIVIB,"Contains all customer invoice items. It provides you with information on the products, quantities, gross amounts, net amounts, and tax amounts.",No
Incoming Check,FINPAYU10,,No
Acc Term Empl,BPCSRSPEMPTERM,Account with terminated employee responsible,No
Gross Capacity and Absences,HCMRPMB04,"Provides visualization into the Gross Capacity (planned working time) and Absences of the employees, based on the entered period.",No
Service Order Processing with Resource Calendar,HCMRPMB05,"Provides visualization into the Service Order Processing within Resource Calendar of the employees, based on the entered period.",No
Planned Work Assignments,HCMRPMU04,"Provides visualization into the Planned Work assignments of resources relevant for Resource Management, within a set period of time. This information is derived from the tasks, task services and period plans (excluding the unassigned ones) used while planning the resource against projects.",No
Resource Calendar,HCMRPMU05,"Provides visualization into the Planned Work assignments of resources relevant for Resource Management, within a set period of time. Shows the information provided in the Resource Calendar and compares the Planned Work, Absences and Availability of relevant resources assigned within a Company or a given Reporting Line Unit, with the Gross Capacity (planned working time) of these resources.",No
Customer Invoice Header,CRMCIVHB,"Contains all customer invoice headers. It provides a basis for reporting on queries to identify customer invoice reference IDs, and document types, business partners like account or bill-to parties, for example. 
",No
Sales Price/Discount List Item Count,CRMPRC_CNT,DataSource to show Sales Price List ID/Discount List ID with Price Specification Count,No
FINPAYU07,FINPAYU07,,No
FINPAYU08,FINPAYU08,,No
Employee Times,HCMTLMU01,Provides information on planned and recorded employee times.,No
Registered Product Movement History,REG_PROD_MH,"Provides registered product movement history data, including confirmed inbound delivery, outbound delivery and service confirmation data.",No
All Business Roles,CCABUSINESS_ROLE,Shows the authorization assigned in the business role,No
Supplier Invoice Header Data,SRMIV_B01,"Provides transaction data of Supplier Invoice Header.
",No
Physical Inventory Count Items,SCMPIV01,,No
Procurement Price Specification To display Details,SRMPRC_B01_PPS_SCALES,Procurement Price Specification To display Details -  List Price with Scale Prices,No
Procurement Price Specification To display List Price with Scale Prices Details,SRMPRC_B01_SCALES,Procurement Price Specification To display Details -  List Price with Scale Prices,No
Expense and Reimbursement Details,FINERMU01_IT1,"Provides detailed information about expenses and reimbursement rates. Shows the expense amounts, net expense amounts, and VAT amounts, as well as the reimbursement amounts and prepaid amounts. 

Aggregates information from the following Data Sources: Expense Report Information; Expenses and Expense Amounts; Reimbursement Rates. 

This data source forms the basis for the following key reports: Expense Reports - Expenses and Reimbursements; Expense Reports - Input VAT Refund.
",No
Internal Employee Details,HCMPAB08,"Provides an overview of employee’s data (Biographical Data, Private Contact Data, Workplace Contact Data, Work Agreement data, Org Assignment Data, Payment Info)",No
DS_ProductionLot_Quantity,YESHSD9NY_ISOOCVN8WMG6I9,,No
Production Order,Z120934CDD46673C458CD66,,No
Sales Report,Z14D54353ED9EA8CE15BA35,,No
Allocated V3,Z32D19A471F4BCF332BAD74,,No
Prod Order V1,Z5392757422BF5C89F4D423,,No
WIP,Z604BB753B223CD98AB512A,Production Order By Header Output Products + Material Valuation,No
Sales Report 1,Z751DEBDDBF41B38A96FED2,Customer Invoice  Price Components + Customer Invoice Item,No
Withhold Tax Report,Z77B472A48BDE0570E4EF8C,,No
Supplier Master,Z82A0255AE27D1C732C3010,,No
Purchase Order History,Z86ED0C578FEEBFEC9F5269,,No
2022 feb,Z8F26BF2A5A39D7CE44D1CD,,No
Sales Report 2,Z9E7AD1057D7BEC6BE9A489,Sales Report 1 + Account Financial Data + Sales Order Item + Product Master Data,No
Open Purchase order report with supplier,ZAC77CD37E5C16E04440E0F,,No
Allocated & Onhand Stock,ZAF2D340BC18F70A9B927F6,Stock Overview + Inventory Allocation,No
FA Custom,ZBB4B8275C34742B42E21D4,,No
test 2022 jan,ZC7A72FA23588794A6BADD1,,No
Goods Receipt Tracking with Invoice,ZE05BD28A1593E1193DC49E,Goods Receipt Tracking with Invoice,No
Consumption-With Value,ZF0F0E52ABC2005D01A899B,Inventory Adjustment-with value,No
inbound del + purchase order,ZF57C49CD6EAFA5067E4659,,No
Consumption Test,ZF998482F18394369C5C79F,,No
Inventory Allocation Custom,ZFE0E93BFC6D48B322FDCA5,,No
DS_ProductionLot_Quantity,Y9GPG2HBY_ISOOCVN8WMG6I9,,No
Monitoring Purchase order,Z6F7ECA9CA0C98BFF4DA1BD,,No
